student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Marilyn Hampton,9,3,1,2,4,3,0,23,96,49,38,44,12,4,65,50,81,51,8,14,Applied
Cheryl Lucey,8,2,5,2,5,2,5,55,82,68,3,94,31,5,83,19,17,29,2,19,Applied
Tammi Moore,8,5,2,3,4,1,1,95,12,76,12,96,22,4,81,23,88,52,94,83,Applied
Patricia Lastrapes,11,5,1,4,5,5,5,81,25,21,15,58,88,5,79,9,51,9,2,17,Applied
Holly Holland,10,4,4,5,1,3,1,56,44,6,89,60,75,1,44,60,25,64,32,84,Applied
Lisa Ernesto,9,1,0,1,5,0,4,1,44,59,62,82,45,5,8,46,73,87,48,23,Applied
Luis Garber,11,0,0,5,5,1,4,47,26,7,61,5,27,5,46,62,97,77,49,97,Applied
Eddie Stevenson,10,2,4,0,0,5,2,32,98,42,71,84,30,0,93,19,39,85,86,66,Applied
Rodney Edwards,11,1,3,5,4,5,4,71,15,73,21,14,99,4,78,83,76,25,53,57,Applied
Joey Simpson,9,4,5,5,2,4,0,93,94,92,51,32,57,2,61,31,87,28,64,96,Applied
Ruth Herz,9,1,4,4,5,0,2,77,38,56,96,94,65,5,22,13,73,58,81,76,Applied
Kevin Carranza,10,3,2,4,3,5,1,66,43,63,44,50,66,3,8,80,23,99,36,98,Applied
Mary Ogburn,9,2,4,4,0,5,4,66,42,3,85,3,2,0,40,53,20,0,81,1,Applied
Marie Nelson,8,0,5,0,1,5,2,48,5,64,33,27,19,1,17,18,57,16,59,73,Applied
Craig Rollag,11,2,3,1,4,2,2,68,97,51,31,56,96,4,5,2,84,71,48,57,Applied
Arthur Hein,8,0,4,1,1,5,3,13,41,53,94,28,86,1,27,42,79,34,86,26,Applied
Lisa Jones,8,2,3,5,5,3,5,21,75,9,87,60,50,5,87,6,83,24,44,91,Applied
Jerome Gates,9,0,5,0,1,2,0,52,36,18,86,0,97,1,19,21,80,8,23,28,Applied
Paul Harper,12,3,4,0,2,1,1,27,43,61,46,18,89,2,32,45,47,16,55,14,Applied
Tiffani Lopez,10,2,2,3,1,3,3,21,68,5,70,1,10,1,32,9,37,43,42,61,Applied
Lucienne Simpson,8,5,4,4,1,4,4,16,3,84,25,80,9,1,97,46,37,93,58,92,Applied
Benjamin Smith,8,5,1,1,0,0,5,54,1,3,6,37,96,0,82,73,96,44,98,70,Applied
Adrienne Miller,9,1,2,4,1,4,0,58,24,16,45,39,52,1,7,31,38,27,92,92,Applied
Lisa Grigsby,9,1,3,4,0,1,3,97,47,90,91,62,46,0,86,88,19,86,7,77,Applied
Jessica Wilson,12,2,4,1,5,0,4,91,54,26,97,80,68,5,36,31,75,35,44,86,Applied
Gladys Cokely,12,2,5,3,0,5,3,33,90,44,34,50,50,0,56,91,62,65,7,79,Applied
Edward Granata,8,1,3,1,5,1,3,25,64,76,57,58,14,5,4,35,9,4,51,12,Applied
Cathleen Helm,10,3,5,2,5,0,3,51,54,18,30,39,0,5,33,13,57,21,27,59,Applied
Jose Wells,8,3,5,1,2,0,0,29,78,23,53,72,30,2,18,45,40,32,49,44,Applied
Darlene Crawford,9,4,1,0,1,3,0,36,3,76,54,96,61,1,25,76,73,32,48,93,Applied
Kirsten Guidry,10,4,1,2,0,3,2,67,54,7,67,80,38,0,19,89,11,75,22,43,Applied
Mary Stein,9,1,4,3,0,2,0,69,92,87,28,84,0,0,4,64,47,34,15,5,Applied
Richard Vail,8,0,3,4,0,0,5,53,59,93,95,21,68,0,7,75,89,23,43,52,Applied
Alvin Gaines,12,4,0,2,4,2,5,23,51,44,83,38,44,4,37,29,7,38,0,15,Applied
Cary Bartus,10,1,0,5,0,1,1,6,89,83,12,57,25,0,71,35,92,30,23,51,Applied
Laurie Huckaby,12,0,3,0,3,2,5,95,8,72,34,48,43,3,38,43,8,15,80,33,Applied
Frances Peabody,8,2,2,1,2,1,3,69,82,3,87,17,6,2,9,96,13,16,0,89,Applied
Ashley Miller,12,4,5,2,0,1,5,94,93,60,77,38,12,0,44,40,19,70,97,90,Applied
Sidney Clifford,12,4,0,4,1,3,5,87,15,82,22,17,31,1,23,58,54,35,92,74,Applied
Ester Booth,10,4,3,4,3,4,3,94,94,16,68,44,70,3,24,52,44,29,15,2,Applied
Susan Dahnke,8,1,5,5,3,3,5,82,60,10,42,7,84,3,36,14,51,36,24,50,Applied
Samantha Monske,9,5,4,5,2,5,1,74,66,41,70,78,22,2,54,37,8,26,96,44,Applied
Rose Carter,10,4,4,2,2,3,1,27,95,19,10,31,38,2,52,40,70,34,39,20,Applied
Erica Wade,11,4,2,5,4,3,5,1,70,8,66,21,90,4,93,94,19,93,63,90,Applied
Anthony Stearns,12,1,3,4,3,1,1,99,27,38,43,0,98,3,59,76,93,70,62,36,Applied
Jeremiah Hefner,11,2,4,4,1,2,4,11,84,80,79,2,13,1,93,46,89,4,45,88,Applied
Virginia Davey,11,2,2,0,4,1,3,99,47,82,23,78,18,4,90,37,75,77,35,26,Applied
Lawrence Lewis,8,3,1,4,1,2,0,26,51,59,71,16,96,1,26,76,81,5,64,63,Applied
Rita Condrey,8,0,0,0,5,2,1,96,13,61,82,36,70,5,37,47,40,90,35,74,Applied
Sallie Johnson,12,0,5,3,2,2,4,93,50,58,18,15,31,2,47,63,83,82,57,90,Applied
May Hawkins,9,2,0,5,4,0,3,73,44,12,66,98,2,4,62,48,39,91,93,43,Applied
Lisa Hossain,12,1,4,0,5,4,2,24,14,57,94,94,95,5,33,59,22,5,49,1,Applied
Matthew Olmstead,11,0,4,5,3,5,0,44,37,52,43,91,23,3,48,46,10,69,71,78,Applied
Valentine Gravette,11,3,2,2,1,5,5,96,20,71,11,60,54,1,43,89,10,39,78,14,Applied
Albert Duke,9,4,0,5,3,1,0,16,57,50,76,39,52,3,22,58,34,20,19,50,Applied
Evelyn Thurman,10,2,4,1,5,4,2,2,87,11,14,34,95,5,22,62,53,4,29,47,Applied
Art Harrington,8,0,4,5,2,5,4,2,37,91,84,78,25,2,44,26,20,75,24,44,Applied
Ivan Fields,8,1,1,1,2,4,3,14,54,46,2,82,60,2,91,16,30,4,77,17,Applied
William Marquez,10,4,1,0,0,0,2,23,65,1,90,78,38,0,21,5,13,5,79,43,Applied
Nancy Milner,12,2,0,0,5,1,3,1,75,61,93,2,34,5,83,99,96,85,40,79,Applied
Lawrence Gammage,8,5,4,5,1,4,2,7,54,89,92,94,24,1,95,9,63,44,27,56,Applied
Nancy Whitehead,8,0,2,1,4,3,2,65,45,5,91,28,29,4,44,17,92,54,88,0,Applied
Hilary Wal,9,5,0,3,5,1,3,56,48,40,92,68,22,5,54,38,1,59,20,83,Applied
Albert Vaughn,8,3,1,3,5,3,2,63,87,58,5,18,66,5,22,36,92,79,19,0,Applied
Vicki Wallin,12,4,4,5,2,3,0,76,46,20,91,75,73,2,34,29,97,14,83,2,Applied
Katina Joyner,12,1,2,2,5,2,0,22,82,3,55,48,32,5,45,94,59,53,21,1,Applied
Karla Peak,11,4,5,4,1,4,0,26,9,79,87,77,63,1,16,5,21,51,81,89,Applied
Louis Hunt,12,0,3,3,5,4,4,9,32,67,42,86,73,5,64,4,77,71,37,38,Applied
Thomas Ly,10,5,5,0,3,3,3,66,72,0,16,34,92,3,32,83,69,25,50,62,Applied
Jose Long,9,4,3,2,4,5,0,81,6,89,44,56,20,4,2,4,2,74,51,49,Applied
Mario Lopez,11,1,5,3,0,1,2,14,20,67,26,5,69,0,22,82,88,37,88,49,Applied
Cindy Burch,10,2,3,3,0,0,3,54,32,48,77,36,99,0,15,59,87,23,29,35,Applied
Jean Autery,10,5,1,2,4,4,4,63,36,70,98,83,50,4,37,80,31,28,20,79,Applied
Irene Mcclain,10,3,3,5,0,3,1,71,20,15,13,35,49,0,7,42,57,55,65,94,Applied
Alton Duprey,10,2,4,2,2,5,4,56,80,54,64,70,71,2,11,56,46,7,6,69,Applied
John Pires,12,4,1,1,2,5,3,6,5,51,10,42,30,2,65,67,46,71,40,31,Applied
Joseph Brown,8,2,2,3,5,1,5,42,3,11,3,70,49,5,67,82,83,67,32,29,Applied
Martine Thorsen,10,1,5,3,3,0,5,49,85,9,43,98,65,3,66,1,97,19,27,69,Applied
Odessa Wilmoth,9,5,4,3,1,4,2,76,18,77,58,67,35,1,22,76,24,76,35,98,Applied
Carol Amaro,9,2,1,4,5,5,2,77,95,96,90,20,11,5,12,27,78,45,86,37,Applied
Catherine Stuart,8,1,1,0,4,1,3,53,86,75,78,14,61,4,47,14,3,38,35,57,Applied
Teresa Mengel,12,5,3,3,5,2,4,84,11,45,81,30,73,5,98,26,34,56,32,54,Applied
Dorothy Anderman,10,1,0,5,5,3,5,50,57,80,42,24,69,5,92,15,27,99,91,74,Applied
Tara Collins,10,5,0,2,3,1,1,49,25,12,33,62,94,3,9,64,30,27,23,2,Applied
Mary Lugo,8,2,3,0,5,2,3,87,25,20,78,87,24,5,90,75,60,85,34,46,Applied
Michelle Gatlin,9,5,3,4,3,0,4,40,26,4,41,71,24,3,29,69,35,33,2,47,Applied
Brian Pena,12,4,2,1,5,1,5,31,39,99,19,85,7,5,59,43,11,38,75,91,Applied
Megan Komer,10,3,4,0,3,0,3,70,0,36,38,82,51,3,87,81,4,20,42,20,Applied
James Winnen,8,1,1,4,2,4,4,78,22,82,76,24,81,2,77,13,53,53,57,27,Applied
Mary Dean,10,1,4,3,0,5,5,83,89,70,16,45,62,0,55,64,93,46,59,98,Applied
Benny Stuckey,8,5,1,0,0,4,5,41,48,16,62,12,1,0,31,8,79,30,88,42,Applied
Samantha Solomons,8,3,1,1,4,2,2,44,57,20,53,56,6,4,63,89,94,32,28,89,Applied
Tasha Hale,11,1,2,2,1,3,3,55,24,61,59,13,25,1,73,92,8,97,27,52,Applied
Shelia Christensen,11,2,1,2,3,3,2,27,52,78,71,1,2,3,72,41,49,19,77,46,Applied
Mary Wisman,10,2,5,4,2,0,4,29,29,80,96,70,92,2,72,84,40,60,28,74,Applied
Jose Frisch,12,4,4,1,5,0,4,62,67,34,75,8,72,5,74,52,59,72,80,77,Applied
Bryan Perry,12,0,0,3,4,4,2,33,82,28,92,5,35,4,38,69,74,22,86,93,Applied
Kathryn Miles,10,4,2,4,1,1,1,2,54,54,32,30,33,1,32,44,21,91,35,89,Applied
Eloisa Nunnenkamp,11,2,3,4,1,2,4,49,55,10,63,61,10,1,10,29,5,13,68,94,Applied
Randy Petersen,11,3,3,1,4,4,1,38,44,53,80,14,23,4,71,2,37,69,0,66,Applied
Dianne Flores,12,2,1,3,5,5,0,37,69,52,96,70,12,5,97,22,26,53,37,24,Applied
Susan Shaffer,12,4,4,5,5,3,4,20,32,68,65,54,29,5,45,70,91,50,74,12,Applied
Susie Schauble,8,0,0,4,1,1,1,1,29,30,38,67,51,1,12,28,92,0,44,13,Applied
Joshua Fujimoto,10,1,4,2,2,4,1,53,87,46,68,59,72,2,62,47,88,76,1,21,Applied
Stephen Zenger,8,4,0,4,4,1,3,75,80,5,18,89,19,4,34,79,61,4,13,38,Applied
William Doyle,12,3,4,0,0,5,2,47,77,19,33,55,52,0,38,0,31,0,27,77,Applied
Vivien James,10,2,2,5,5,5,0,88,95,90,36,95,18,5,57,1,86,64,71,95,Applied
Charlie Samson,10,0,0,4,1,5,3,71,37,52,54,61,98,1,29,60,56,70,40,79,Applied
Joseph Hanstein,9,1,1,3,4,3,3,45,97,14,84,15,21,4,19,57,95,23,29,4,Applied
Michael Rinehart,8,0,1,5,4,5,1,97,0,72,20,39,34,4,12,73,49,12,22,45,Applied
Susie Helfritz,11,4,4,2,2,0,4,95,10,58,61,42,89,2,50,94,53,77,71,48,Applied
Dionne Vang,12,1,3,3,5,4,3,25,97,18,36,11,46,5,65,96,55,30,17,35,Applied
Hilaria Brown,12,1,4,4,3,0,3,47,58,59,77,7,38,3,70,46,80,25,27,20,Applied
Mark Woolcott,9,2,5,1,0,2,1,21,68,83,14,50,3,0,0,8,22,20,87,71,Applied
Michael Davis,11,1,4,5,0,3,0,37,74,46,96,32,87,0,91,38,73,56,30,41,Applied
Joseph Simpson,10,2,0,4,3,5,0,81,90,51,87,84,69,3,60,50,32,73,96,60,Applied
Sarah Stedman,11,4,1,1,2,5,1,77,80,84,35,62,55,2,55,82,21,55,69,27,Applied
Dean Davis,10,1,3,0,4,1,0,7,85,84,52,90,76,4,34,74,25,69,21,92,Applied
Deborah Ewen,9,5,2,3,0,2,1,28,19,95,47,49,22,0,30,92,82,27,13,91,Applied
Samantha Cano,12,4,2,1,5,0,0,30,55,0,38,74,97,5,29,54,93,41,65,21,Applied
Eugene Jones,12,1,0,3,3,3,5,17,78,90,4,20,69,3,87,74,81,46,18,84,Applied
Lillie Witte,12,3,5,3,0,5,3,1,41,7,23,88,56,0,63,84,75,87,65,8,Applied
Sharon Boyd,9,0,0,1,4,5,3,47,83,0,82,82,26,4,8,7,60,84,39,88,Applied
Jeannette Chambers,12,1,0,0,0,3,3,61,72,19,65,11,79,0,64,82,80,77,51,15,Applied
John Rawlinson,8,5,1,2,2,5,1,1,57,57,60,56,54,2,49,24,50,96,6,77,Applied
Jeffrey Wright,12,1,3,0,2,2,3,83,61,74,60,7,99,2,3,23,73,94,3,58,Applied
Joseph Roberts,10,1,2,4,1,4,2,17,93,80,2,98,86,1,70,27,98,76,72,88,Applied
Leslie Cox,9,4,2,1,4,2,2,58,69,95,88,6,77,4,47,19,14,64,44,83,Applied
Cecilia Hill,9,4,4,0,3,1,4,82,62,77,41,91,65,3,30,55,87,65,25,47,Applied
Oscar Stafford,10,0,3,3,1,0,4,31,90,44,33,25,41,1,7,88,59,98,59,90,Applied
Mary Martinez,12,4,5,2,1,2,4,34,88,31,19,29,77,1,22,59,76,60,94,52,Applied
Ashley Floyd,11,4,5,2,4,5,4,91,59,86,79,17,65,4,26,56,61,94,81,9,Applied
Emma Steury,12,5,2,4,2,5,4,68,59,1,87,10,35,2,94,19,82,56,10,28,Applied
Stephanie Houston,10,0,3,3,5,2,0,64,41,35,37,33,40,5,0,86,26,99,48,18,Applied
Melinda Williams,12,2,0,0,5,5,0,52,51,87,50,19,89,5,22,8,3,67,15,25,Applied
Marcus Blythe,11,1,5,5,2,4,2,74,59,30,1,45,49,2,76,62,52,89,96,83,Applied
Lisa Mccraken,9,2,1,1,5,1,5,67,22,77,1,90,61,5,14,60,95,69,64,88,Applied
Leslie Waibel,10,3,0,0,2,4,4,66,3,72,63,31,91,2,0,21,19,39,3,45,Applied
Betty Poe,12,0,4,5,3,0,2,46,28,7,9,29,87,3,98,81,21,36,37,50,Applied
Rosa Talbott,11,5,2,5,3,0,1,26,6,66,42,49,85,3,46,64,9,63,80,40,Applied
Lela Steele,10,4,1,0,5,0,2,68,62,59,51,10,38,5,59,31,64,65,10,35,Applied
Keith Gary,12,5,5,4,4,5,1,51,80,65,91,27,58,4,47,61,40,3,40,66,Applied
Franklin Bullock,8,5,3,5,5,2,4,27,50,80,43,35,70,5,38,27,81,86,34,76,Applied
Sharon Gabrielsen,10,5,1,4,3,3,5,8,31,58,13,71,15,3,50,17,6,44,53,45,Applied
Brandon Schweitzer,9,1,4,2,0,0,5,86,41,17,85,19,96,0,61,27,45,22,78,28,Applied
Cathleen Dean,12,0,4,5,3,5,4,98,45,32,70,35,85,3,52,6,65,5,67,39,Applied
Donna Emery,9,2,3,0,2,0,0,4,14,11,38,42,18,2,22,55,93,90,40,57,Applied
Elizabeth Ochinang,8,3,5,1,2,4,3,91,32,5,26,4,57,2,80,47,98,48,6,96,Applied
Dan Carothers,10,4,5,2,4,5,2,39,86,31,83,99,28,4,7,58,75,72,91,75,Applied
James Honse,9,5,3,4,3,5,2,1,39,74,87,94,57,3,72,43,40,78,18,24,Applied
Laura Pittman,11,5,4,4,3,2,3,26,29,26,97,24,12,3,11,73,98,37,1,49,Applied
Allen Allen,10,5,1,0,0,1,2,95,1,77,50,68,67,0,77,15,39,18,52,86,Applied
Nathan Sutton,9,4,2,1,1,3,0,9,25,36,27,37,79,1,63,19,73,90,71,58,Applied
Charles Nunez,11,0,3,3,1,4,2,57,59,7,21,42,85,1,42,31,96,77,24,94,Applied
Jay Kornbluth,12,4,2,5,3,5,0,9,89,61,38,31,3,3,99,44,50,34,8,42,Applied
Taylor Tyree,10,5,5,5,2,4,5,88,41,71,18,12,54,2,57,94,11,60,38,48,Applied
Leona Young,10,2,2,5,3,2,5,42,88,43,17,42,82,3,60,96,69,82,36,75,Applied
Bryan Ramirez,11,3,1,0,1,0,5,17,92,77,70,83,3,1,34,55,15,32,33,76,Applied
Sandy Goldsberry,10,2,1,5,0,2,0,86,20,89,81,2,83,0,0,1,50,33,96,24,Applied
Valeria Ramsey,10,0,5,4,2,4,2,51,24,10,56,19,47,2,65,29,80,5,70,10,Applied
Sandra Wilson,12,3,5,0,4,2,1,67,61,53,17,75,92,4,87,59,46,38,63,91,Applied
Marjorie Treffert,11,1,4,4,0,1,3,27,57,60,8,47,20,0,65,56,53,64,77,10,Applied
Debra Berglund,11,4,4,4,1,3,1,59,14,99,54,19,53,1,43,47,72,71,36,83,Applied
Irene Ayres,9,2,1,5,0,3,0,33,6,15,44,85,32,0,24,31,59,37,83,81,Applied
Dustin Miller,9,2,4,3,0,4,3,15,13,91,29,69,73,0,36,63,40,61,89,75,Applied
James Weaver,9,2,3,3,3,0,3,34,64,69,73,15,61,3,90,66,35,47,3,23,Applied
Elizabeth Sandoval,10,0,1,3,1,5,5,47,69,34,40,40,53,1,1,34,11,71,44,13,Applied
Bertha Mendias,8,3,4,2,3,1,4,74,17,0,56,72,22,3,33,42,28,24,0,49,Applied
Kenneth Garrett,11,1,0,3,2,1,2,57,8,8,16,34,11,2,95,64,89,98,52,54,Applied
Moses Fowler,12,2,0,1,3,1,0,36,30,96,51,20,33,3,72,14,6,66,35,18,Applied
Susan Pena,12,2,2,5,5,4,2,13,0,88,78,42,11,5,58,58,15,32,22,66,Applied
Harry Miller,10,0,1,0,1,2,2,52,31,51,50,91,4,1,1,3,82,56,41,70,Applied
Racheal Thomas,9,4,5,4,0,1,1,60,34,3,37,45,90,0,75,70,8,88,7,30,Applied
Lauren Dawson,12,5,0,3,3,0,5,79,39,17,80,85,59,3,43,36,47,51,61,44,Applied
Shanda Natera,12,2,4,3,2,4,4,49,76,42,58,57,32,2,58,62,8,16,97,42,Applied
Glenn Telesco,12,1,3,5,3,1,3,47,64,26,84,13,49,3,86,78,94,15,6,29,Applied
Carlene Gatlin,8,0,2,5,2,3,4,52,95,50,57,45,65,2,66,2,86,32,76,14,Applied
Maria Carrell,11,2,3,4,0,5,3,34,29,93,3,25,70,0,93,9,19,67,76,49,Applied
Craig Carrier,10,4,4,4,5,4,1,99,90,26,11,12,68,5,90,57,87,33,39,32,Applied
Andrew Rabito,12,0,4,0,4,1,4,14,94,30,68,14,40,4,35,45,39,66,57,24,Applied
Lora Helder,10,0,5,4,4,1,0,95,42,68,19,10,2,4,54,29,35,2,11,36,Applied
Alice Fouche,11,1,4,5,5,3,2,82,43,89,73,5,95,5,16,56,29,93,97,97,Applied
Mary Ashby,11,5,4,4,0,1,5,75,52,80,42,28,39,0,13,44,44,10,28,89,Applied
Marcia Kitchens,8,3,5,4,3,3,5,41,65,77,58,98,72,3,90,44,71,73,67,2,Applied
Roxanne Pond,10,1,3,2,5,2,1,96,50,43,38,21,54,5,47,96,70,96,54,25,Applied
Zita Conner,12,4,3,1,3,2,2,7,73,17,73,61,15,3,34,64,1,73,0,28,Applied
Benjamin Beckman,10,4,1,2,3,5,5,42,1,46,89,24,1,3,79,49,28,18,82,53,Applied
Brian Kinney,9,4,1,0,3,4,0,43,53,18,49,38,58,3,66,44,16,13,9,92,Applied
Alfred Davis,10,4,1,2,3,4,1,62,71,68,28,3,76,3,46,90,96,66,8,35,Applied
Regina Thornton,8,5,1,3,3,1,5,77,5,84,93,25,73,3,91,74,13,14,94,60,Applied
Ruth Valentine,11,5,0,3,5,5,3,17,16,40,40,86,4,5,13,14,7,81,94,29,Applied
Sidney Maddox,10,2,4,5,5,4,0,7,72,54,90,34,50,5,86,26,68,80,33,25,Applied
Andrew Smith,12,0,1,3,3,1,1,59,86,26,26,91,39,3,57,29,93,81,71,68,Applied
Yvette Foote,10,1,0,4,4,4,3,64,26,56,73,0,94,4,65,41,80,7,98,62,Applied
Alice Brooks,8,0,1,3,3,1,1,12,52,72,51,67,99,3,95,72,79,0,35,43,Applied
Patricia Rudd,12,5,4,0,4,1,5,56,48,15,84,98,37,4,53,20,72,69,7,38,Applied
Ronda Schiano,12,0,0,3,2,1,0,19,97,91,98,54,14,2,30,67,45,50,7,27,Applied
Joey Mcnulty,10,5,4,5,0,4,0,42,77,33,45,25,96,0,6,95,5,14,30,28,Applied
Monique Avellaneda,10,2,5,3,1,2,1,79,63,71,66,56,57,1,93,34,71,22,15,36,Applied
Monica Pennington,9,1,0,4,1,5,1,1,40,74,71,65,30,1,1,35,18,78,77,74,Applied
Freddie Conroy,8,5,2,3,5,4,2,16,69,70,66,13,0,5,47,81,83,71,53,60,Applied
Philomena Abel,12,3,1,0,4,5,2,34,89,90,91,21,39,4,60,50,13,3,16,21,Applied
Sharon Tockey,12,1,4,3,5,1,5,36,44,45,6,93,16,5,15,64,47,32,64,81,Applied
Ashley Henderson,8,2,0,3,3,1,5,59,5,36,6,64,58,3,27,19,95,57,43,51,Applied
Angela Franks,11,5,4,1,3,2,3,99,16,38,51,78,77,3,4,45,27,53,71,6,Applied
Gladys Scharmer,12,3,2,3,4,2,3,91,11,10,27,1,90,4,1,59,23,76,61,76,Applied
Marie Kelso,10,5,3,2,3,0,3,55,75,98,9,36,89,3,52,13,64,69,86,0,Applied
Maricela Pham,11,2,3,5,1,1,2,22,89,75,9,91,23,1,14,36,32,55,61,69,Applied
Nora Collins,12,0,4,3,0,0,5,30,93,63,87,58,87,0,37,42,74,78,70,14,Applied
Catherine Anchors,9,5,1,4,1,1,5,34,17,52,71,28,96,1,97,20,40,78,9,76,Applied
Delta Harper,9,2,0,4,5,3,1,6,89,51,98,52,49,5,60,71,87,20,51,30,Applied
Richard Acosta,10,5,4,5,2,4,5,70,86,86,37,3,80,2,53,79,98,32,79,45,Applied
Cynthia Hull,8,3,1,3,0,3,0,38,53,0,89,24,72,0,90,82,82,77,36,80,Applied
Alton Ramos,10,0,0,2,2,3,1,34,68,0,88,56,88,2,13,18,49,15,90,42,Applied
Jose Hill,11,1,5,5,0,2,1,30,24,11,3,1,40,0,75,77,27,39,70,35,Applied
Robert Burgess,8,2,2,4,5,0,1,33,80,97,28,33,41,5,29,55,80,96,10,51,Applied
Clara Granger,10,3,4,2,0,5,1,56,22,81,61,65,47,0,79,14,60,89,0,54,Applied
Susan Robinson,10,4,5,3,5,4,2,75,61,90,62,84,60,5,7,76,7,2,4,39,Applied
Bessie Waterman,8,4,4,1,1,5,2,6,82,82,9,29,4,1,55,49,54,34,82,75,Applied
Sylvia Spigner,11,2,1,2,3,3,1,67,91,70,60,65,80,3,87,39,92,66,54,91,Applied
Doris Joos,10,4,3,2,4,5,2,71,30,94,92,12,16,4,42,71,17,15,66,36,Applied
Patricia Crumpton,9,4,1,5,0,2,2,2,64,77,25,85,81,0,49,95,94,29,60,94,Applied
Eva Goins,11,0,2,3,5,1,5,42,82,37,48,40,87,5,43,61,55,95,90,93,Applied
Jennifer Tademy,11,1,2,2,2,1,0,19,2,23,53,88,71,2,3,4,15,91,59,18,Applied
Wilbur Page,9,0,3,0,1,0,4,90,84,36,47,2,58,1,73,35,54,11,59,91,Applied
Charles Palumbo,10,3,3,0,4,0,2,27,70,59,12,10,10,4,38,13,10,78,50,61,Applied
Robert Seevers,9,2,0,5,4,5,3,24,93,76,77,40,41,4,72,26,35,71,4,1,Applied
Jorge Bentley,8,4,4,1,2,5,2,37,54,99,9,87,95,2,94,8,16,10,91,20,Applied
Steven Trujillo,9,2,1,1,4,0,4,81,57,98,54,60,49,4,15,97,40,65,29,51,Applied
Pamela Ryan,10,5,1,1,3,5,2,33,79,78,3,14,71,3,60,65,31,28,58,63,Applied
Sarah Lopez,8,0,2,2,5,4,4,18,17,57,79,57,21,5,71,17,4,14,28,49,Applied
Ada Streett,10,1,0,5,5,3,2,87,51,10,72,18,41,5,12,19,56,66,97,83,Applied
Joyce Weaver,11,1,5,2,1,4,4,50,30,64,91,0,90,1,7,52,13,61,13,75,Applied
Greta Smith,10,1,1,3,1,4,3,3,69,82,65,82,62,1,78,81,25,42,27,28,Applied
Mark Huffman,9,1,4,3,4,3,3,61,83,25,0,94,8,4,84,34,41,24,90,94,Applied
Gary Moser,12,0,0,4,3,4,0,26,3,89,32,65,21,3,83,19,62,4,23,21,Applied
Steven Covino,11,4,3,5,3,4,4,60,11,43,25,18,77,3,49,29,10,15,29,27,Applied
Jeanette Schwab,12,0,2,1,4,3,0,29,76,49,68,55,44,4,49,9,44,73,41,22,Applied
Jonas Singh,8,0,4,4,5,2,5,9,70,0,49,76,12,5,57,72,78,26,97,52,Applied
Irena Gregory,12,4,3,2,3,2,2,89,78,32,13,41,42,3,12,40,41,12,54,79,Applied
Jack Mcallister,10,0,0,0,0,1,4,11,62,89,35,37,83,0,42,98,52,65,85,8,Applied
June Alm,10,2,1,4,2,4,1,76,72,28,11,63,49,2,17,47,39,76,80,47,Applied
Melissa Harper,10,5,3,3,1,1,1,37,56,99,55,44,76,1,72,33,86,47,9,55,Applied
Frances Thrash,11,3,5,3,3,0,5,73,0,77,85,37,15,3,95,61,75,84,58,48,Applied
Kathy Rhymer,8,3,2,4,0,3,2,42,87,81,43,21,98,0,20,49,52,78,92,14,Applied
Gina Gonsoulin,8,5,2,3,2,5,0,64,99,6,64,45,36,2,15,69,12,46,18,76,Applied
Christine Nott,10,0,1,2,4,0,5,89,86,36,42,44,78,4,15,79,43,79,93,54,Applied
Tiffany Gagnon,9,1,0,4,1,2,5,79,58,95,9,88,99,1,99,63,69,21,39,50,Applied
Elizabeth Rogers,10,4,4,5,1,4,4,63,6,83,49,43,16,1,11,54,61,84,0,0,Applied
Jason Lopez,9,5,2,2,3,0,2,46,28,43,48,8,27,3,68,54,42,48,42,60,Applied
Franklin Reyes,8,4,5,2,3,1,1,77,10,89,4,20,85,3,31,57,72,64,68,96,Applied
Emma Robinson,12,4,4,3,4,0,4,12,87,5,78,14,45,4,51,28,23,79,74,4,Applied
George North,9,0,1,1,5,5,1,50,47,26,17,4,29,5,43,37,17,19,35,26,Applied
Lloyd Dever,12,1,3,0,4,4,5,35,9,92,75,94,68,4,77,30,94,39,46,59,Applied
Juanita Smith,10,1,3,4,4,5,2,2,84,55,18,93,44,4,31,3,16,45,66,49,Applied
Joaquin Self,11,3,0,1,4,5,0,95,5,49,49,60,85,4,11,41,5,18,14,20,Applied
Delbert Serrano,9,0,5,5,1,0,5,71,89,72,84,16,19,1,72,83,88,23,74,71,Applied
Cruz Butz,10,4,2,4,2,4,1,67,66,40,12,54,43,2,25,42,80,98,34,80,Applied
Daniel Posson,12,2,5,3,4,0,2,48,85,79,41,68,68,4,27,6,29,14,4,3,Applied
Johnny Whatley,11,3,3,3,2,0,0,8,1,74,56,16,3,2,69,29,47,34,26,17,Applied
Vicky Kelsey,12,0,5,0,3,0,2,87,54,41,70,32,40,3,8,67,85,6,68,51,Applied
Evelyn Amaral,8,4,5,0,4,1,2,70,34,3,21,8,79,4,25,65,90,22,26,5,Applied
Jennifer Ozley,11,5,0,4,3,5,5,66,2,3,70,18,60,3,1,28,9,57,13,95,Applied
